
//////////////////////////////////////////////////////////
//////////////////////////////////////////////////////////
//////////////////////////////////////////////////////////

(355,1465,-485,440, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'South' , 'North' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(617,1935,-105,400, 'West' , 'West' , 'Cross_junction' , 'NIL'),
(618,1955,-105,400, 'None' , 'None' , 'Room' , 'E2A-02-02'),
(619,1935,-40,400, 'North' , 'Up' , 'Stairs' , 'NIL'),
(619,1935,-40,400, 'North' , 'Down' , 'Stairs' , 'NIL'),
(619,1935,-40,400, 'North' , 'None' , 'Stairs' , 'NIL'),
(619,1935,-40,400, 'South' , 'None' , 'Stairs' , 'NIL'),
(620,1780,-200,400, 'East' , 'None' , 'T_junction' , 'NIL'),
(620,1780,-200,400, 'West' , 'None' , 'T_junction' , 'NIL'),
(620,1780,-200,400, 'East' , 'North' , 'T_junction' , 'NIL'),
(620,1780,-200,400, 'South' , 'None' , 'T_junction' , 'NIL'),
(620,1780,-200,400, 'East' , 'West' , 'T_junction' , 'NIL'),
(620,1780,-200,400, 'South' , 'East' , 'T_junction' , 'NIL'),
(620,1780,-200,400, 'South' , 'West' , 'T_junction' , 'NIL'),
(620,1780,-200,400, 'West' , 'East' , 'T_junction' , 'NIL'),
(620,1780,-200,400, 'West' , 'North' , 'T_junction' , 'NIL'),
(621,1760,-200,400, 'North' , 'None' , 'T_junction' , 'NIL'),
(621,1760,-200,400, 'West' , 'None' , 'T_junction' , 'NIL'),
(621,1760,-200,400, 'North' , 'East' , 'T_junction' , 'NIL'),
(621,1760,-200,400, 'North' , 'West' , 'T_junction' , 'NIL'),
(621,1760,-200,400, 'East' , 'East' , 'T_junction' , 'NIL'),
(621,1760,-200,400, 'East' , 'None' , 'T_junction' , 'NIL'),
(621,1760,-200,400, 'East' , 'North' , 'T_junction' , 'NIL'),
(621,1760,-200,400, 'West' , 'West' , 'T_junction' , 'NIL'),
(621,1760,-200,400, 'West' , 'North' , 'T_junction' , 'NIL'),
(622,1760,-220,400, 'South' , 'Up' , 'Stairs' , 'NIL'),
(622,1760,-220,400, 'South' , 'None' , 'Stairs' , 'NIL'),
(622,1760,-220,400, 'South' , 'Down' , 'Stairs' , 'NIL'),
(622,1760,-220,400, 'North' , 'None' , 'Stairs' , 'NIL'),
(623,1660,-200,400, 'South' , 'None' , 'Corner' , 'NIL'),
(623,1660,-200,400, 'West' , 'None' , 'Corner' , 'NIL'),
(623,1660,-200,400, 'South' , 'West' , 'Corner' , 'NIL'),
(623,1660,-200,400, 'West' , 'East' , 'Corner' , 'NIL'),
(624,1660,-150,400, 'North' , 'None' , 'Corner' , 'NIL'),
(624,1660,-150,400, 'East' , 'East' , 'Corner' , 'NIL'),
(624,1660,-150,400, 'East' , 'None' , 'Corner' , 'NIL'),
(624,1660,-150,400, 'North' , 'West' , 'Corner' , 'NIL'),
(625,1760,-135,440, 'West' , 'Up' , 'Elevator' , 'NIL'),
(625,1760,-135,440, 'West' , 'Down' , 'Elevator' , 'NIL'),
(625,1760,-135,440, 'West' , 'None' , 'Elevator' , 'NIL'),
(625,1760,-135,440, 'East' , 'None' , 'Elevator' , 'NIL'),
(626,1780,-135,440, 'North' , 'None' , 'T_junction' , 'NIL'),
(626,1780,-135,440, 'South' , 'None' , 'T_junction' , 'NIL'),
(626,1780,-135,440, 'East' , 'None' , 'T_junction' , 'NIL'),
(626,1780,-135,440, 'North' , 'North' , 'T_junction' , 'NIL'),
(626,1780,-135,440, 'North' , 'West' , 'T_junction' , 'NIL'),
(626,1780,-135,440, 'East' , 'East' , 'T_junction' , 'NIL'),
(626,1780,-135,440, 'South' , 'North' , 'T_junction' , 'NIL'),
(626,1780,-135,440, 'South' , 'East' , 'T_junction' , 'NIL'),
(626,1780,-135,440, 'East' , 'West' , 'T_junction' , 'NIL'),
(627,1780,-105,440, 'East' , 'None' , 'T_junction' , 'NIL'),
(627,1780,-105,440, 'North' , 'None' , 'T_junction' , 'NIL'),
(627,1780,-105,440, 'West' , 'None' , 'T_junction' , 'NIL'),
(627,1780,-105,440, 'North' , 'East' , 'T_junction' , 'NIL'),
(627,1780,-105,440, 'East' , 'East' , 'T_junction' , 'NIL'),
(627,1780,-105,440, 'East' , 'North' , 'T_junction' , 'NIL'),
(627,1780,-105,440, 'West' , 'West' , 'T_junction' , 'NIL'),
(627,1780,-105,440, 'North' , 'West' , 'T_junction' , 'NIL'),
(627,1780,-105,440, 'West' , 'North' , 'T_junction' , 'NIL'),
(628,1820,-105,440, 'South' , 'None' , 'T_junction' , 'NIL'),
(628,1820,-105,440, 'East' , 'None' , 'T_junction' , 'NIL'),
(628,1820,-105,440, 'West' , 'None' , 'T_junction' , 'NIL'),
(628,1820,-105,440, 'East' , 'North' , 'T_junction' , 'NIL'),
(628,1820,-105,440, 'South' , 'East' , 'T_junction' , 'NIL'),
(628,1820,-105,440, 'East' , 'West' , 'T_junction' , 'NIL'),
(628,1820,-105,440, 'South' , 'West' , 'T_junction' , 'NIL'),
(628,1820,-105,440, 'West' , 'East' , 'T_junction' , 'NIL'),
(628,1820,-105,440, 'West' , 'North' , 'T_junction' , 'NIL'),
(629,1820,-85,440, 'None' , 'None' , 'Room' , 'E2A-03-01'),
(630,1935,-105,440, 'East' , 'None' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'North' , 'None' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'South' , 'None' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'North' , 'North' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'North' , 'East' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'North' , 'West' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'South' , 'North' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(630,1935,-105,440, 'West' , 'West' , 'Cross_junction' , 'NIL'),
(631,1955,-105,440, 'None' , 'None' , 'Room' , 'E2A-03-02'),
(632,1935,-40,440, 'North' , 'Up' , 'Stairs' , 'NIL'),
(632,1935,-40,440, 'North' , 'Down' , 'Stairs' , 'NIL'),
(632,1935,-40,440, 'South' , 'None' , 'Stairs' , 'NIL'),
(632,1935,-40,440, 'North' , 'None' , 'Stairs' , 'NIL'),
(633,1935,-170,440, 'North' , 'None' , 'T_junction' , 'NIL'),
(633,1935,-170,440, 'South' , 'None' , 'T_junction' , 'NIL'),
(633,1935,-170,440, 'North' , 'North' , 'T_junction' , 'NIL'),
(633,1935,-170,440, 'East' , 'East' , 'T_junction' , 'NIL'),
(633,1935,-170,440, 'East' , 'None' , 'T_junction' , 'NIL'),
(633,1935,-170,440, 'South' , 'North' , 'T_junction' , 'NIL'),
(633,1935,-170,440, 'South' , 'East' , 'T_junction' , 'NIL'),
(633,1935,-170,440, 'North' , 'West' , 'T_junction' , 'NIL'),
(633,1935,-170,440, 'East' , 'West' , 'T_junction' , 'NIL'),
(634,1935,-190,440, 'None' , 'None' , 'Room' , 'E2A-03-03'),

(635,1780,-200,440, 'East' , 'None' , 'T_junction' , 'NIL'),
(635,1780,-200,440, 'South' , 'None' , 'T_junction' , 'NIL'),
(635,1780,-200,440, 'West' , 'None' , 'T_junction' , 'NIL'),
(635,1780,-200,440, 'East' , 'North' , 'T_junction' , 'NIL'),
(635,1780,-200,440, 'East' , 'West' , 'T_junction' , 'NIL'),
(635,1780,-200,440, 'South' , 'East' , 'T_junction' , 'NIL'),
(635,1780,-200,440, 'South' , 'West' , 'T_junction' , 'NIL'),
(635,1780,-200,440, 'West' , 'North' , 'T_junction' , 'NIL'),
(635,1780,-200,440, 'West' , 'East' , 'T_junction' , 'NIL'),
(636,1760,-200,440, 'North' , 'None' , 'Corner' , 'NIL'),
(636,1760,-200,440, 'West' , 'None' , 'Corner' , 'NIL'),
(636,1760,-200,440, 'North' , 'East' , 'Corner' , 'NIL'),
(636,1760,-200,440, 'West' , 'West' , 'Corner' , 'NIL'),
(637,1760,-220,440, 'South' , 'Up' , 'Stairs' , 'NIL'),
(637,1760,-220,440, 'South' , 'Down' , 'Stairs' , 'NIL'),
(637,1760,-220,440, 'South' , 'None' , 'Stairs' , 'NIL'),
(637,1760,-220,440, 'North' , 'None' , 'Stairs' , 'NIL'),
(638,1720,-135,440, 'West' , 'Down' , 'Elevator' , 'NIL'),
(638,1720,-135,440, 'West' , 'None' , 'Elevator' , 'NIL'),
(638,1720,-135,440, 'East' , 'None' , 'Elevator' , 'NIL'),
(639,1740,-135,440, 'North' , 'None' , 'T_junction' , 'NIL'),
(639,1740,-135,440, 'East' , 'None' , 'T_junction' , 'NIL'),
(639,1740,-135,440, 'North' , 'West' , 'T_junction' , 'NIL'),
(639,1740,-135,440, 'East' , 'East' , 'T_junction' , 'NIL'),
(639,1740,-135,440, 'South' , 'None' , 'T_junction' , 'NIL'),
(639,1740,-135,440, 'East' , 'West' , 'T_junction' , 'NIL'),
(639,1740,-135,440, 'South' , 'East' , 'T_junction' , 'NIL'),
(639,1740,-135,440, 'North' , 'North' , 'T_junction' , 'NIL'),
(639,1740,-135,440, 'South' , 'North' , 'T_junction' , 'NIL'),
(640,1740,-105,440, 'North' , 'None' , 'T_junction' , 'NIL'),
(640,1740,-105,440, 'East' , 'None' , 'T_junction' , 'NIL'),
(640,1740,-105,440, 'West' , 'None' , 'T_junction' , 'NIL'),
(640,1740,-105,440, 'North' , 'East' , 'T_junction' , 'NIL'),
(640,1740,-105,440, 'North' , 'West' , 'T_junction' , 'NIL'),
(640,1740,-105,440, 'East' , 'North' , 'T_junction' , 'NIL'),
(640,1740,-105,440, 'East' , 'East' , 'T_junction' , 'NIL'),
(640,1740,-105,440, 'West' , 'North' , 'T_junction' , 'NIL'),
(640,1740,-105,440, 'West' , 'West' , 'T_junction' , 'NIL'),
(641,1780,-105,440, 'East' , 'None' , 'T_junction' , 'NIL'),
(641,1780,-105,440, 'South' , 'None' , 'T_junction' , 'NIL'),
(641,1780,-105,440, 'West' , 'None' , 'T_junction' , 'NIL'),
(641,1780,-105,440, 'East' , 'North' , 'T_junction' , 'NIL'),
(641,1780,-105,440, 'East' , 'West' , 'T_junction' , 'NIL'),
(641,1780,-105,440, 'South' , 'East' , 'T_junction' , 'NIL'),
(641,1780,-105,440, 'South' , 'West' , 'T_junction' , 'NIL'),
(641,1780,-105,440, 'West' , 'North' , 'T_junction' , 'NIL'),
(641,1780,-105,440, 'West' , 'East' , 'T_junction' , 'NIL'),
(642,1780,-85,440, 'None' , 'None' , 'Room' , 'E2A-04-02'),
(643,1895,-105,440, 'North' , 'None' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'East' , 'None' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'South' , 'None' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'West' , 'None' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'North' , 'North' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'North' , 'East' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'North' , 'West' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'East' , 'North' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'East' , 'East' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'South' , 'North' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'East' , 'West' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'South' , 'West' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'South' , 'East' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'West' , 'East' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'West' , 'North' , 'Cross_junction' , 'NIL'),
(643,1895,-105,440, 'West' , 'West' , 'Cross_junction' , 'NIL'),
(644,1915,-105,440, 'None' , 'None' , 'Room' , 'E2A-04-03'),
(645,1895,-40,440, 'North' , 'Up' , 'Stairs' , 'NIL'),
(645,1895,-40,440, 'North' , 'Down' , 'Stairs' , 'NIL'),
(645,1895,-40,440, 'North' , 'None' , 'Stairs' , 'NIL'),
(645,1895,-40,440, 'South' , 'None' , 'Stairs' , 'NIL'),
(646,1740,-200,440, 'East' , 'None' , 'T_junction' , 'NIL'),
(646,1740,-200,440, 'South' , 'None' , 'T_junction' , 'NIL'),
(646,1740,-200,440, 'West' , 'None' , 'T_junction' , 'NIL'),
(646,1740,-200,440, 'East' , 'North' , 'T_junction' , 'NIL'),
(646,1740,-200,440, 'East' , 'West' , 'T_junction' , 'NIL'),
(646,1740,-200,440, 'South' , 'East' , 'T_junction' , 'NIL'),
(646,1740,-200,440, 'South' , 'West' , 'T_junction' , 'NIL'),
(646,1740,-200,440, 'West' , 'North' , 'T_junction' , 'NIL'),
(646,1740,-200,440, 'West' , 'East' , 'T_junction' , 'NIL'),
(647,1720,-200,440, 'North' , 'None' , 'T_junction' , 'NIL'),
(647,1720,-200,440, 'East' , 'None' , 'T_junction' , 'NIL'),
(647,1720,-200,440, 'West' , 'None' , 'T_junction' , 'NIL'),
(647,1720,-200,440, 'North' , 'East' , 'T_junction' , 'NIL'),
(647,1720,-200,440, 'North' , 'West' , 'T_junction' , 'NIL'),
(647,1720,-200,440, 'East' , 'North' , 'T_junction' , 'NIL'),
(647,1720,-200,440, 'East' , 'East' , 'T_junction' , 'NIL'),
(647,1720,-200,440, 'West' , 'North' , 'T_junction' , 'NIL'),
(647,1720,-200,440, 'West' , 'West' , 'T_junction' , 'NIL'),
(648,1720,-220,440, 'South' , 'Up' , 'Stairs' , 'NIL'),
(648,1720,-220,440, 'South' , 'Down' , 'Stairs' , 'NIL'),
(648,1720,-220,440, 'South' , 'None' , 'Stairs' , 'NIL'),
(648,1720,-220,440, 'North' , 'None' , 'Stairs' , 'NIL'),
